id,account_id,subject,status,priority,summary,created_at
fc364aef-7b14-41d0-bb70-1a2904f42550,b3f02efa-3c6c-41f5-bef6-c840aff195dc,API Error,Closed,Medium,Who speak computer view. I mission drug radio sell practice democratic admit. Represent example level term.,2026-04-27 04:03:31
b8bead39-ada3-4541-b66f-20bde3fb4765,b3f02efa-3c6c-41f5-bef6-c840aff195dc,Plan Downgrade Request,Resolved,High,Local tell tax consumer behavior contain size cultural. Lay brother media season buy.,2026-05-23 04:50:53
51009316-954f-4635-8876-afe656289e91,b3f02efa-3c6c-41f5-bef6-c840aff195dc,Unexpected Charge,Closed,Critical,Animal news young positive effort forward. Force near fish fund book democratic. Such out speak order. Different represent community identify yes radio.,2026-02-28 18:06:40
b317e0e9-e47b-45c1-b6ae-2045bcdd92f9,b3f02efa-3c6c-41f5-bef6-c840aff195dc,Plan Downgrade Request,Closed,Low,What development suffer home and organization car. Pretty her my social degree middle. Always toward truth prove enjoy line.,2026-01-13 00:55:56
431053b4-8193-4df1-8127-828b8b43976c,b3f02efa-3c6c-41f5-bef6-c840aff195dc,Add Team Members,In Progress,High,Bar area face action. Election yes mother cell radio. May hundred each. Spring guy admit list high.,2026-02-28 13:35:14
88bee6a9-328d-4d87-a74a-6036f399f47e,0febf875-0ab1-4a47-b81a-b304d04ac05c,Unexpected Charge,Closed,High,Mrs them wait certainly perhaps give. Anything keep surface town plan.,2026-01-07 02:08:15
7ca632ce-7f66-4881-96bc-3e913dd1de60,0febf875-0ab1-4a47-b81a-b304d04ac05c,Unexpected Charge,Closed,Low,Operation many forget guy total. Through during walk allow cultural baby certainly. Future begin alone billion concern western.,2026-06-05 02:38:57
ba82326b-3717-4ad9-a27b-d8675cabdd44,0febf875-0ab1-4a47-b81a-b304d04ac05c,Cannot Login,Closed,Low,Remain event decision. Finish wish see eight walk debate.,2026-05-11 21:35:31
627a28ce-343e-440a-95d5-429c9fdecbc8,0febf875-0ab1-4a47-b81a-b304d04ac05c,Unexpected Charge,Resolved,Low,Interesting position radio society someone. Contain body television mention always thank tonight. Evidence so from statement information fine power.,2026-02-09 20:37:56
56f6c152-546b-4034-a53e-e679c957d15d,0febf875-0ab1-4a47-b81a-b304d04ac05c,Refund Request,In Progress,Critical,On wife prove wall attorney read doctor. Prove four wrong president outside purpose war. Experience best space assume material.,2026-01-20 22:11:20
54b3e8bf-8072-4a1a-9849-8f09d08379d5,0febf875-0ab1-4a47-b81a-b304d04ac05c,Cannot Login,Closed,Low,Several military very court mother hour investment throw. Style hot citizen voice factor project force. Receive what dinner doctor order floor ago.,2026-02-08 05:06:53
cedb286a-a486-4c46-8259-b925af5dd870,83e49472-e631-47ba-8bdd-60b44ee77737,Unexpected Charge,Closed,Low,Evening professor measure Republican. Consumer east degree note.,2026-04-07 23:35:51
7045efdb-dbde-49e5-9de3-772650752a11,83e49472-e631-47ba-8bdd-60b44ee77737,Subscription Upgrade,Open,High,Change also set sure. Both father possible central too respond. Wear ground those.,2026-04-19 05:29:13
143b16e2-a350-40e0-bb3f-d407f0d70043,83e49472-e631-47ba-8bdd-60b44ee77737,Billing Issue,Resolved,Critical,Health method begin drug although serve in. Large life individual trial affect pull indicate. Military plan Mrs everything hear recent.,2026-06-12 19:52:28
4fee3e8e-f70b-4017-bac3-eb64697c7e4c,83e49472-e631-47ba-8bdd-60b44ee77737,Refund Request,Closed,Critical,American station herself meet usually. Fight themselves position near radio during news.,2026-01-29 10:45:53
93a7cbf7-ac23-410d-be28-582c864fe186,83e49472-e631-47ba-8bdd-60b44ee77737,Plan Downgrade Request,Resolved,Medium,Several chair understand debate of. Wall tree where remain bank. Address today note center.,2026-04-14 23:07:42
088377b0-f423-4f72-b3b7-5514a43f4bd2,83e49472-e631-47ba-8bdd-60b44ee77737,API Error,Closed,Low,Three member current machine present through cost. Save our way expect item situation teach put.,2026-04-19 11:34:52
1f4ce877-3677-4ff0-8d5d-0ffe80438814,83e49472-e631-47ba-8bdd-60b44ee77737,Billing Issue,Closed,Low,Before cut understand. Find state car ground box.,2026-06-03 18:23:03
825c7115-544a-4820-970d-c377311965d9,83e49472-e631-47ba-8bdd-60b44ee77737,Refund Request,Resolved,High,Process author technology four media or. Power history voice draw. Know present let exist.,2026-01-15 10:43:26
